OBJECTID,Join_Count,TARGET_FID,JOIN_FID,GRID_ID,ID,sourceCountry,ENRICH_FID,aggregationMethod,populationToPolygonSizeRating,apportionmentConfidence,HasData,CRMCYBURG,CRMCYTOTC,TOTPOP_CY,UNEMPRT_CY_I,HISPPOP_CY_P,MEDHINC_CY_I,ACSVET_P,ID_1,sourceCountry_1,ENRICH_FID_1,aggregationMethod_1,populationToPolygonSizeRating_1,apportionmentConfidence_1,HasData_1,ACSHHDIS_P,ACSPUBAI_P,ACSGRNTI50_P,ACSEDNOSCH_P,ACS35NOHI_P,ACSVET_P_1,ACSHSGRAD_P,ACSHHPBLPV_P,X14068_X_I,X14068FY_X_I,source_run,latitude,longitude,address,heading,filename,tent_prediction_count,max_conf,classes_seen,hex_area_sqkm,climate_t2m_2024_c,climate_tmax_2024_c,climate_ppt_2024_mm,tent_ref_point_count,tent_ref_prediction_sum,tent_ref_max_conf,tent_ref_mean_conf,transit_stops_count,hospital_count,fire_station_count,library_count,college_count,public_school_count,private_school_count,recreation_center_count,adult_recreation_count,cool_zone_count,affordable_housing_count,sud_treatment_count,business_sites_count,gas_station_count,police_station_count,food_access_count,lausd_school_site_count,osm_major_road_segments_count,osm_major_road_length_m,nearest_osm_major_road_m,freeway_segments_count,freeway_length_m,nearest_freeway_m,river_drainage_segments_count,river_drainage_length_m,nearest_river_drainage_m,osm_amenity_count,caltrans_highway_segments_count,caltrans_highway_length_m,nearest_caltrans_highway_m,fema_flood_hazard_area_pct,fema_flood_hazard_intersects,la_geohub_100yr_flood_area_pct,la_geohub_100yr_flood_intersects,la_geohub_500yr_flood_area_pct,la_geohub_500yr_flood_intersects,la_geohub_fire_hazard_area_pct,la_geohub_fire_hazard_intersects,heat_exposure_area_pct,heat_exposure_intersects,tree_canopy_proxy_pct,vegetation_proxy_pct,impervious_proxy_pct,water_proxy_pct,bare_ground_proxy_pct,dominant_landcover_class,heat_exposure_proxy_score
1,0,1,-1,I-10,0,US,411,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,89,85,8099,45,49.92,118,2.89,0,US,1,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,23.57,2.12,25.67,5.37,4.36,1.96,14.08,9.85,104,106,,,,,,,,,,1.9425,17.47,29.74,16.36,0,0,,,57,0,0,0,0,1,1,0,0,0,0,2,751,747,0,0,2,43,3904.06,128.42,0,0.0,3741.23,1,1497.94,125.49,9,0,0.0,3769.86,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,2.7,20.34,52.62,6.47,20.58,5,66.02
622,1,334,815,L-2,4,US,531,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,91,101,3199,131,71.68,127,1.96,33,US,205,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,20.7,2.42,55.84,5.05,6.88,1.47,21.52,16.29,101,100,api_test_workflow_v2_5pct_fresh_2026-04-28,34.32401367,-118.46991989,"15455 N GLENOAKS BLVD, 91342",90.0,34.324013665_-118.469919894_90.jpg,1.0,0.8915,tent,1.9425,17.47,29.74,16.36,0,0,,,6,0,0,0,0,0,1,0,0,0,0,2,207,202,0,0,0,42,6561.74,188.38,25,4940.45,327.66,20,3553.59,404.12,2,2,3249.75,340.33,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,4.58,36.84,34.43,3.0,25.73,5,52.73
623,0,335,-1,W-28,5,US,85,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,111,101,6008,110,17.66,125,6.8,34,US,206,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,28.6,2.96,36.55,0.66,3.0,5.72,19.39,10.76,105,105,,,,,,,,,,1.9425,17.47,29.74,16.36,0,0,,,34,0,0,0,0,2,3,0,0,0,0,2,266,247,0,1,0,56,3551.11,248.54,0,0.0,3545.42,0,0.0,2128.83,9,0,0.0,3646.9,0.42,1,0.0,0,0.08,1,100.0,1,0.0,0,0.58,17.86,56.99,0.93,24.23,5,69.72
624,1,336,1791,M-2,6,US,532,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,121,118,4189,76,83.29,117,3.62,35,US,207,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,37.41,5.67,30.06,10.83,8.89,3.49,25.19,12.65,99,105,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.31289666,-118.469258,"13290 N BRADLEY AVE, 91342",0.0,34.3128966598_-118.469257996_0.jpg,1.0,0.6384,tent,1.9425,17.47,29.74,16.36,0,0,,,11,0,0,0,0,1,2,0,0,0,0,1,294,302,0,0,3,14,1103.41,568.21,0,0.0,1101.16,7,1379.44,259.74,4,0,0.0,1135.3,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,3.76,26.95,42.8,5.96,24.29,5,58.83
625,1,337,842,X-28,7,US,86,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,177,158,9014,164,36.49,75,3.35,36,US,208,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,39.07,8.07,43.45,4.62,4.99,3.0,22.24,18.51,77,77,api_test_workflow_v2_10pct_model6_2026-05-06_live,33.97257923,-118.30049919,"7403 S NORMANDIE AVE, 90044",180.0,33.9725792321_-118.30049919_180.jpg,1.0,0.6876,tent,1.9425,17.47,29.74,16.36,0,0,,,44,0,0,0,0,1,1,0,0,0,0,0,708,651,0,4,1,38,2515.19,245.48,0,0.0,2321.03,0,0.0,3620.17,3,0,0.0,2348.97,56.63,1,0.0,0,5.04,1,100.0,1,0.0,0,0.77,15.8,63.15,1.18,19.87,5,73.97
626,1,338,1648,N-2,8,US,533,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,82,67,6517,88,79.05,115,1.41,37,US,209,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,31.24,7.81,12.71,10.34,4.23,1.46,20.6,9.56,104,107,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.32227332,-118.44610406,"14360 W BLEDSOE ST, 91342",180.0,34.322273322_-118.446104055_180.jpg,1.0,0.8019,tent,1.9425,17.47,29.74,16.36,0,0,,,53,0,0,0,0,1,0,0,0,0,0,0,273,267,0,0,1,31,5871.51,17.85,12,3929.21,143.91,9,1387.4,551.05,4,2,3111.13,146.01,0.0,0,0.84,1,0.0,0,100.0,1,0.0,0,3.11,26.88,43.6,2.82,26.7,5,59.59
627,1,339,1858,Y-28,9,US,87,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,193,165,15937,179,60.81,57,2.92,38,US,210,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,40.08,7.99,38.43,3.76,6.23,3.81,26.52,28.44,60,61,api_test_workflow_v8_remaining_location_deduped_final_after10_30_2026-05-23,33.96001576,-118.29149367,"VERMONT AVE AT MANCHESTER AVE, 90044",180.0,33.9600157617_-118.291493672_180.jpg,1.0,0.7745,tent,1.9425,17.47,29.74,16.36,0,0,,,58,0,1,0,1,4,1,1,0,0,0,0,806,746,0,3,6,67,4989.98,52.83,0,0.0,958.16,0,0.0,3120.92,5,0,0.0,1052.79,0.24,1,0.0,0,0.0,0,100.0,1,0.0,0,1.28,12.19,73.65,0.93,13.23,5,81.17
628,1,340,564,O-2,10,US,534,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,57,57,10966,119,84.0,85,2.42,39,US,211,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,34.27,6.25,33.62,8.38,4.64,2.57,26.96,23.23,81,82,api_test_workflow_v2_20pct_model6_2026-05-07_batch2,34.30899836,-118.42892332,"13535 W HUBBARD ST, 91342",90.0,34.3089983591_-118.428923319_90.jpg,1.0,0.7981,tent,1.9425,17.47,29.74,16.36,0,0,,,38,0,0,0,0,1,0,0,0,0,0,1,669,689,0,0,3,41,6458.92,170.36,22,4889.94,170.36,5,1079.17,575.4,12,2,3084.4,175.7,0.0,0,0.47,1,0.0,0,100.0,1,0.0,0,2.25,22.7,49.8,3.93,23.57,5,64.18
629,1,340,691,O-2,10,US,534,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,57,57,10966,119,84.0,85,2.42,39,US,211,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,34.27,6.25,33.62,8.38,4.64,2.57,26.96,23.23,81,82,api_test_workflow_v2_remaining_model6_2026-05-08,34.30795946,-118.43073185,"13649 W FOOTHILL BLVD, 91342",90.0,34.3079594648_-118.430731853_90.jpg,1.0,0.8713,tent,1.9425,17.47,29.74,16.36,0,0,,,38,0,0,0,0,1,0,0,0,0,0,1,669,689,0,0,3,41,6458.92,170.36,22,4889.94,170.36,5,1079.17,575.4,12,2,3084.4,175.7,0.0,0,0.47,1,0.0,0,100.0,1,0.0,0,2.25,22.7,49.8,3.93,23.57,5,64.18
630,1,340,1230,O-2,10,US,534,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,57,57,10966,119,84.0,85,2.42,39,US,211,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,34.27,6.25,33.62,8.38,4.64,2.57,26.96,23.23,81,82,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.30691536,-118.4288759,"12944 N FOUR PALMS LANE, 91342",0.0,34.3069153636_-118.428875901_0.jpg,1.0,0.7702,tent,1.9425,17.47,29.74,16.36,0,0,,,38,0,0,0,0,1,0,0,0,0,0,1,669,689,0,0,3,41,6458.92,170.36,22,4889.94,170.36,5,1079.17,575.4,12,2,3084.4,175.7,0.0,0,0.47,1,0.0,0,100.0,1,0.0,0,2.25,22.7,49.8,3.93,23.57,5,64.18
631,1,340,1363,O-2,10,US,534,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,57,57,10966,119,84.0,85,2.42,39,US,211,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,34.27,6.25,33.62,8.38,4.64,2.57,26.96,23.23,81,82,api_test_workflow_v2_remaining_model6_2026-05-08,34.30895515,-118.42877304,"13573 W HUBBARD ST, 91342",90.0,34.3089551529_-118.428773038_90.jpg,1.0,0.9255,tent,1.9425,17.47,29.74,16.36,0,0,,,38,0,0,0,0,1,0,0,0,0,0,1,669,689,0,0,3,41,6458.92,170.36,22,4889.94,170.36,5,1079.17,575.4,12,2,3084.4,175.7,0.0,0,0.47,1,0.0,0,100.0,1,0.0,0,2.25,22.7,49.8,3.93,23.57,5,64.18
632,1,340,1364,O-2,10,US,534,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,57,57,10966,119,84.0,85,2.42,39,US,211,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,34.27,6.25,33.62,8.38,4.64,2.57,26.96,23.23,81,82,api_test_workflow_v2_remaining_model6_2026-05-08,34.30895515,-118.42877304,"13573 W HUBBARD ST, 91342",180.0,34.3089551529_-118.428773038_180.jpg,1.0,0.9267,tent,1.9425,17.47,29.74,16.36,0,0,,,38,0,0,0,0,1,0,0,0,0,0,1,669,689,0,0,3,41,6458.92,170.36,22,4889.94,170.36,5,1079.17,575.4,12,2,3084.4,175.7,0.0,0,0.47,1,0.0,0,100.0,1,0.0,0,2.25,22.7,49.8,3.93,23.57,5,64.18
633,1,340,1580,O-2,10,US,534,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,57,57,10966,119,84.0,85,2.42,39,US,211,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,34.27,6.25,33.62,8.38,4.64,2.57,26.96,23.23,81,82,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.3079417,-118.43070923,"13647 W FOOTHILL BLVD, 91342",90.0,34.3079416952_-118.430709226_90.jpg,1.0,0.8072,tent,1.9425,17.47,29.74,16.36,0,0,,,38,0,0,0,0,1,0,0,0,0,0,1,669,689,0,0,3,41,6458.92,170.36,22,4889.94,170.36,5,1079.17,575.4,12,2,3084.4,175.7,0.0,0,0.47,1,0.0,0,100.0,1,0.0,0,2.25,22.7,49.8,3.93,23.57,5,64.18
634,1,340,1730,O-2,10,US,534,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,57,57,10966,119,84.0,85,2.42,39,US,211,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,34.27,6.25,33.62,8.38,4.64,2.57,26.96,23.23,81,82,api_test_workflow_v8_remaining_location_deduped_final_after10_30_2026-05-23,34.30930287,-118.42838221,"13551 W HUBBARD ST, 91342",180.0,34.3093028655_-118.428382208_180.jpg,1.0,0.7549,tent,1.9425,17.47,29.74,16.36,0,0,,,38,0,0,0,0,1,0,0,0,0,0,1,669,689,0,0,3,41,6458.92,170.36,22,4889.94,170.36,5,1079.17,575.4,12,2,3084.4,175.7,0.0,0,0.47,1,0.0,0,100.0,1,0.0,0,2.25,22.7,49.8,3.93,23.57,5,64.18
635,0,341,-1,K-1,11,US,535,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,100,105,1182,33,57.36,136,2.47,40,US,212,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,12.13,1.12,0.0,3.18,1.52,2.24,9.55,10.44,99,95,,,,,,,,,,1.9425,17.47,29.74,16.36,0,0,,,3,0,0,0,0,0,0,0,0,0,0,0,79,76,0,0,0,4,216.17,815.16,2,56.93,837.72,19,1967.85,37.97,0,1,54.65,836.64,0.0,0,0.0,0,0.0,0,98.07,1,0.0,0,3.64,39.02,17.46,3.24,40.29,4,41.13
636,1,342,102,Z-28,12,US,88,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,179,143,18085,124,77.58,59,1.29,41,US,213,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,32.62,10.79,32.26,6.76,10.09,1.09,23.9,28.76,58,60,api_test_workflow_v2_30pct_model6_2026-05-08,33.96278601,-118.2738029,"8400 S MAIN ST, 90003",180.0,33.9627860075_-118.273802898_180.jpg,1.0,0.8364,tent,1.9425,17.47,29.74,16.36,0,0,,,69,0,0,1,0,0,0,0,0,0,0,1,949,859,1,3,3,85,8524.78,195.96,70,7523.4,195.96,0,0.0,3376.88,10,2,2995.24,226.04,3.16,1,0.0,0,3.15,1,100.0,1,0.0,0,0.46,9.11,72.39,0.93,17.58,5,80.54
637,1,342,314,Z-28,12,US,88,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,179,143,18085,124,77.58,59,1.29,41,US,213,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,32.62,10.79,32.26,6.76,10.09,1.09,23.9,28.76,58,60,api_test_workflow_v2_5pct_2026-04-25,33.973745,-118.28329496,"533 W 73RD ST, 90044",90.0,33.9737450039_-118.283294961_90.jpg,2.0,0.7916,tent,1.9425,17.47,29.74,16.36,0,0,,,69,0,0,1,0,0,0,0,0,0,0,1,949,859,1,3,3,85,8524.78,195.96,70,7523.4,195.96,0,0.0,3376.88,10,2,2995.24,226.04,3.16,1,0.0,0,3.15,1,100.0,1,0.0,0,0.46,9.11,72.39,0.93,17.58,5,80.54
638,1,342,350,Z-28,12,US,88,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,179,143,18085,124,77.58,59,1.29,41,US,213,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,32.62,10.79,32.26,6.76,10.09,1.09,23.9,28.76,58,60,api_test_workflow_v2_5pct_2026-04-25,33.97382994,-118.28327268,"7225 S FIGUEROA ST, 90003",90.0,33.9738299354_-118.283272683_90.jpg,2.0,0.7916,tent,1.9425,17.47,29.74,16.36,0,0,,,69,0,0,1,0,0,0,0,0,0,0,1,949,859,1,3,3,85,8524.78,195.96,70,7523.4,195.96,0,0.0,3376.88,10,2,2995.24,226.04,3.16,1,0.0,0,3.15,1,100.0,1,0.0,0,0.46,9.11,72.39,0.93,17.58,5,80.54
639,1,342,455,Z-28,12,US,88,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,179,143,18085,124,77.58,59,1.29,41,US,213,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,32.62,10.79,32.26,6.76,10.09,1.09,23.9,28.76,58,60,api_test_workflow_v2_20pct_model6_2026-05-07,33.9723697,-118.27413311,"7411 S MAIN ST, 90003",0.0,33.972369697_-118.274133106_0.jpg,1.0,0.6926,tent,1.9425,17.47,29.74,16.36,0,0,,,69,0,0,1,0,0,0,0,0,0,0,1,949,859,1,3,3,85,8524.78,195.96,70,7523.4,195.96,0,0.0,3376.88,10,2,2995.24,226.04,3.16,1,0.0,0,3.15,1,100.0,1,0.0,0,0.46,9.11,72.39,0.93,17.58,5,80.54
640,1,342,515,Z-28,12,US,88,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,179,143,18085,124,77.58,59,1.29,41,US,213,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,32.62,10.79,32.26,6.76,10.09,1.09,23.9,28.76,58,60,api_test_workflow_v2_20pct_model6_2026-05-07_batch2,33.97292393,-118.27853789,"7329 S BROADWAY, 90003",90.0,33.972923926_-118.278537885_90.jpg,1.0,0.729,tent,1.9425,17.47,29.74,16.36,0,0,,,69,0,0,1,0,0,0,0,0,0,0,1,949,859,1,3,3,85,8524.78,195.96,70,7523.4,195.96,0,0.0,3376.88,10,2,2995.24,226.04,3.16,1,0.0,0,3.15,1,100.0,1,0.0,0,0.46,9.11,72.39,0.93,17.58,5,80.54
641,1,342,594,Z-28,12,US,88,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,179,143,18085,124,77.58,59,1.29,41,US,213,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,32.62,10.79,32.26,6.76,10.09,1.09,23.9,28.76,58,60,api_test_workflow_v2_30pct_model6_2026-05-08,33.97346119,-118.28298544,"7301 S FIGUEROA ST, 90003",270.0,33.9734611922_-118.28298544_270.jpg,1.0,0.8355,tent,1.9425,17.47,29.74,16.36,0,0,,,69,0,0,1,0,0,0,0,0,0,0,1,949,859,1,3,3,85,8524.78,195.96,70,7523.4,195.96,0,0.0,3376.88,10,2,2995.24,226.04,3.16,1,0.0,0,3.15,1,100.0,1,0.0,0,0.46,9.11,72.39,0.93,17.58,5,80.54
642,1,342,626,Z-28,12,US,88,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,179,143,18085,124,77.58,59,1.29,41,US,213,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,32.62,10.79,32.26,6.76,10.09,1.09,23.9,28.76,58,60,api_test_workflow_v2_remaining_model6_2026-05-08,33.97248876,-118.27379709,"7414 S MAIN ST, 90003",270.0,33.9724887554_-118.273797092_270.jpg,1.0,0.8594,tent,1.9425,17.47,29.74,16.36,0,0,,,69,0,0,1,0,0,0,0,0,0,0,1,949,859,1,3,3,85,8524.78,195.96,70,7523.4,195.96,0,0.0,3376.88,10,2,2995.24,226.04,3.16,1,0.0,0,3.15,1,100.0,1,0.0,0,0.46,9.11,72.39,0.93,17.58,5,80.54
643,1,342,868,Z-28,12,US,88,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,179,143,18085,124,77.58,59,1.29,41,US,213,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,32.62,10.79,32.26,6.76,10.09,1.09,23.9,28.76,58,60,api_test_workflow_v2_10pct_model6_2026-05-06_live,33.97250158,-118.27413795,"7409 S MAIN ST, 90003",270.0,33.9725015793_-118.274137953_270.jpg,1.0,0.8594,tent,1.9425,17.47,29.74,16.36,0,0,,,69,0,0,1,0,0,0,0,0,0,0,1,949,859,1,3,3,85,8524.78,195.96,70,7523.4,195.96,0,0.0,3376.88,10,2,2995.24,226.04,3.16,1,0.0,0,3.15,1,100.0,1,0.0,0,0.46,9.11,72.39,0.93,17.58,5,80.54
644,1,342,1477,Z-28,12,US,88,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,179,143,18085,124,77.58,59,1.29,41,US,213,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,32.62,10.79,32.26,6.76,10.09,1.09,23.9,28.76,58,60,api_test_workflow_v8_remaining_location_deduped_10pct_2026-05-22,33.96394844,-118.28254371,"8300 S FIGUEROA ST, 90003",180.0,33.9639484421_-118.282543714_180.jpg,1.0,0.644,tent,1.9425,17.47,29.74,16.36,0,0,,,69,0,0,1,0,0,0,0,0,0,0,1,949,859,1,3,3,85,8524.78,195.96,70,7523.4,195.96,0,0.0,3376.88,10,2,2995.24,226.04,3.16,1,0.0,0,3.15,1,100.0,1,0.0,0,0.46,9.11,72.39,0.93,17.58,5,80.54
645,1,342,1557,Z-28,12,US,88,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,179,143,18085,124,77.58,59,1.29,41,US,213,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,32.62,10.79,32.26,6.76,10.09,1.09,23.9,28.76,58,60,api_test_workflow_v8_remaining_location_deduped_10pct_2026-05-22,33.96251039,-118.28252784,"8426 S FIGUEROA ST, 90003",0.0,33.9625103946_-118.282527843_0.jpg,1.0,0.8374,tent,1.9425,17.47,29.74,16.36,0,0,,,69,0,0,1,0,0,0,0,0,0,0,1,949,859,1,3,3,85,8524.78,195.96,70,7523.4,195.96,0,0.0,3376.88,10,2,2995.24,226.04,3.16,1,0.0,0,3.15,1,100.0,1,0.0,0,0.46,9.11,72.39,0.93,17.58,5,80.54
646,1,342,1703,Z-28,12,US,88,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,179,143,18085,124,77.58,59,1.29,41,US,213,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,32.62,10.79,32.26,6.76,10.09,1.09,23.9,28.76,58,60,api_test_workflow_v8_remaining_location_deduped_final_after10_30_2026-05-23,33.9728342,-118.28189317,"443 1/2 W 74TH ST, 90003",180.0,33.9728341997_-118.281893167_180.jpg,2.0,0.773,tent,1.9425,17.47,29.74,16.36,0,0,,,69,0,0,1,0,0,0,0,0,0,0,1,949,859,1,3,3,85,8524.78,195.96,70,7523.4,195.96,0,0.0,3376.88,10,2,2995.24,226.04,3.16,1,0.0,0,3.15,1,100.0,1,0.0,0,0.46,9.11,72.39,0.93,17.58,5,80.54
647,1,342,1892,Z-28,12,US,88,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,179,143,18085,124,77.58,59,1.29,41,US,213,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,32.62,10.79,32.26,6.76,10.09,1.09,23.9,28.76,58,60,api_test_workflow_v8_remaining_location_deduped_final_after10_30_2026-05-23,33.96661172,-118.28548221,"636 W 80TH ST, 90044",0.0,33.9666117203_-118.285482211_0.jpg,1.0,0.7426,tent,1.9425,17.47,29.74,16.36,0,0,,,69,0,0,1,0,0,0,0,0,0,0,1,949,859,1,3,3,85,8524.78,195.96,70,7523.4,195.96,0,0.0,3376.88,10,2,2995.24,226.04,3.16,1,0.0,0,3.15,1,100.0,1,0.0,0,0.46,9.11,72.39,0.93,17.58,5,80.54
648,0,343,-1,L-1,13,US,536,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,0,0,0,0,0,0.0,0,0.0,42,US,214,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,1.9425,17.47,29.74,16.36,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1104.05,0,0.0,1104.05,54,9619.19,219.41,0,0,0.0,1136.8,0.0,0,0.0,0,0.0,0,61.31,1,0.0,0,4.39,50.66,5.26,1.79,42.29,4,32.36
649,1,344,892,AA-28,14,US,89,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,183,158,15368,188,77.55,72,1.26,43,US,215,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,39.57,8.77,37.87,6.39,8.0,1.15,21.79,24.11,67,67,api_test_workflow_v2_10pct_model6_2026-05-06_live,33.96294082,-118.26901951,"315 E 84TH ST, 90003",270.0,33.9629408228_-118.269019509_270.jpg,1.0,0.8155,tent,1.9425,17.47,29.74,16.36,0,0,,,68,0,0,0,0,7,0,2,0,0,1,0,744,659,0,0,8,43,2709.09,226.27,0,0.0,1413.25,0,0.0,2608.17,7,0,0.0,1521.92,2.51,1,0.0,0,2.52,1,100.0,1,0.0,0,1.1,14.15,68.74,1.28,15.84,5,77.79
650,1,344,1047,AA-28,14,US,89,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,183,158,15368,188,77.55,72,1.26,43,US,215,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,39.57,8.77,37.87,6.39,8.0,1.15,21.79,24.11,67,67,api_test_workflow_v8_remaining_location_deduped_10pct_2026-05-22,33.96291803,-118.26947934,"301 E 84TH ST, 90003",180.0,33.9629180307_-118.269479342_180.jpg,1.0,0.666,tent,1.9425,17.47,29.74,16.36,0,0,,,68,0,0,0,0,7,0,2,0,0,1,0,744,659,0,0,8,43,2709.09,226.27,0,0.0,1413.25,0,0.0,2608.17,7,0,0.0,1521.92,2.51,1,0.0,0,2.52,1,100.0,1,0.0,0,1.1,14.15,68.74,1.28,15.84,5,77.79
651,1,344,1136,AA-28,14,US,89,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,183,158,15368,188,77.55,72,1.26,43,US,215,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,39.57,8.77,37.87,6.39,8.0,1.15,21.79,24.11,67,67,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,33.96272976,-118.2670705,"406 E 84TH ST, 90003",0.0,33.9627297611_-118.267070502_0.jpg,1.0,0.7784,tent,1.9425,17.47,29.74,16.36,0,0,,,68,0,0,0,0,7,0,2,0,0,1,0,744,659,0,0,8,43,2709.09,226.27,0,0.0,1413.25,0,0.0,2608.17,7,0,0.0,1521.92,2.51,1,0.0,0,2.52,1,100.0,1,0.0,0,1.1,14.15,68.74,1.28,15.84,5,77.79
